cell_key,image_array
1,[0.         0.01176471 0.         ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.        0.        0.        ... 0.8156863 0.8392157 0.8      ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.00392157 0.         0.00784314]
1,[0.         0.         0.         ... 0.76862746 0.78431374 0.7882353 ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.01176471 0.         0.        ]
1,[0.         0.         0.         ... 0.7764706  0.77254903 0.7019608 ]
1,[0.7764706 0.7254902 0.7607843 ... 0.        0.        0.       ]
1,[0.6627451 0.5411765 0.6039216 ... 0.        0.        0.       ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.01176471 0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.69411767 0.5882353  0.6627451  ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.01176471 0.00784314 0.03137255 ... 0.80784315 0.827451   0.8039216 ]
1,[0.         0.         0.         ... 0.7254902  0.67058825 0.61960787]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.00392157 0.         0.         ... 0.00784314 0.00784314 0.00784314]
1,[0.75686276 0.7137255  0.76862746 ... 0.         0.         0.        ]
1,[0.         0.         0.         ... 0.77254903 0.7294118  0.7058824 ]
1,[0.        0.        0.        ... 0.8117647 0.827451  0.8235294]
1,[0.         0.         0.         ... 0.79607844 0.7882353  0.83137256]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.72156864 0.7137255  0.7176471  ... 0.         0.00392157 0.        ]
1,[0.         0.         0.         ... 0.68235296 0.62352943 0.6431373 ]
1,[0.7647059  0.69411767 0.654902   ... 0.         0.         0.        ]
1,[0.         0.         0.         ... 0.02745098 0.02352941 0.01568628]
1,[0.7607843  0.7882353  0.75686276 ... 0.         0.00392157 0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.00784314 0.01568628 0.01176471 ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.827451  0.8117647 0.8       ... 0.        0.        0.       ]
1,[0.80784315 0.81960785 0.7764706  ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.         0.         0.00784314]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.01176471 0.         0.         ... 0.         0.         0.        ]
1,[0.         0.         0.         ... 0.79607844 0.8117647  0.8235294 ]
1,[0.01568628 0.         0.00392157 ... 0.         0.00784314 0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.00392157 0.         0.         ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.60784316 0.5137255  0.60784316 ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.00392157 0.         0.         ... 0.8156863  0.827451   0.8       ]
1,[0.         0.         0.         ... 0.         0.00392157 0.        ]
1,[0.         0.         0.         ... 0.68235296 0.7019608  0.6784314 ]
1,[0.         0.         0.         ... 0.83137256 0.8627451  0.81960785]
1,[0.         0.         0.         ... 0.02352941 0.         0.00784314]
1,[0.00392157 0.         0.         ... 0.07058824 0.         0.        ]
1,[0.00392157 0.         0.         ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.01176471 0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.         0.01176471 0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.01176471 0.         ... 0.         0.         0.        ]
1,[0.         0.00784314 0.         ... 0.         0.         0.        ]
1,[0.         0.         0.         ... 0.81960785 0.79607844 0.7411765 ]
1,[0.         0.         0.         ... 0.05098039 0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.00392157 0.01568628 ... 0.         0.         0.        ]
1,[0.         0.00392157 0.         ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.7882353  0.65882355 0.5921569 ]
1,[0.         0.         0.         ... 0.         0.         0.00784314]
1,[0.         0.         0.         ... 0.8        0.8117647  0.76862746]
1,[0.85490197 0.83137256 0.8784314  ... 0.         0.         0.        ]
1,[0.         0.         0.         ... 0.01568628 0.         0.        ]
1,[0.00784314 0.00392157 0.         ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.        0.        0.        ... 0.9019608 0.827451  0.8      ]
1,[0.10196079 0.02352941 0.01960784 ... 0.         0.00392157 0.03529412]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.02352941 0.         0.00784314 ... 0.         0.01960784 0.00784314]
1,[0.7058824 0.6745098 0.5921569 ... 0.        0.        0.       ]
1,[0.827451  0.8392157 0.8117647 ... 0.        0.        0.       ]
1,[0.81960785 0.81960785 0.8117647  ... 0.         0.         0.        ]
1,[0.01176471 0.         0.         ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.01568628 0.01568628 0.04705882]
1,[0.         0.         0.00784314 ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.01568628 ... 0.00392157 0.         0.        ]
1,[0.05098039 0.01960784 0.00784314 ... 0.         0.         0.        ]
1,[0.02352941 0.         0.         ... 0.80784315 0.79607844 0.76862746]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.02352941 0.         ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.        0.        0.        ... 0.827451  0.8235294 0.8156863]
1,[0.76862746 0.7411765  0.70980394 ... 0.         0.         0.        ]
1,[0.78039217 0.74509805 0.7647059  ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.01176471 0.         ... 0.         0.         0.        ]
1,[0.02745098 0.02745098 0.01960784 ... 0.         0.         0.        ]
1,[0.         0.         0.         ... 0.01568628 0.         0.        ]
1,[0.         0.         0.         ... 0.7294118  0.63529414 0.6862745 ]
1,[0.7058824  0.59607846 0.54901963 ... 0.         0.         0.        ]
1,[0.78431374 0.7921569  0.78039217 ... 0.76862746 0.77254903 0.7529412 ]
1,[0.         0.03137255 0.02745098 ... 0.         0.         0.        ]
1,[0.8235294  0.84705883 0.8392157  ... 0.         0.         0.        ]
1,[0.01176471 0.         0.         ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.7137255  0.62352943 0.654902   ... 0.         0.         0.        ]
1,[0.         0.00784314 0.00392157 ... 0.         0.00784314 0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.7019608  0.62352943 0.627451   ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.02352941 0.         0.01568628]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.         0.00784314 0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.00392157 0.         0.        ]
1,[0.         0.         0.         ... 0.77254903 0.7254902  0.81960785]
1,[0.         0.         0.         ... 0.         0.         0.01568628]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.01176471 0.         0.         ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.827451   0.84705883 0.8235294  ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.03137255 0.         0.02745098]
1,[0.7764706 0.6784314 0.7019608 ... 0.        0.        0.       ]
1,[0.00392157 0.         0.         ... 0.         0.         0.        ]
1,[0.         0.         0.         ... 0.80784315 0.7254902  0.7529412 ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.01176471 0.01176471 0.00392157 ... 0.         0.         0.        ]
1,[0.         0.         0.         ... 0.01176471 0.         0.01960784]
1,[0.         0.         0.         ... 0.02745098 0.02745098 0.01960784]
1,[0.7764706  0.77254903 0.8039216  ... 0.         0.01568628 0.00784314]
1,[0.7294118  0.6039216  0.5529412  ... 0.         0.00784314 0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.8039216  0.80784315 0.8235294 ]
1,[0.01568628 0.         0.         ... 0.         0.         0.        ]
1,[0.83137256 0.83137256 0.8392157  ... 0.01568628 0.         0.        ]
1,[0.         0.02745098 0.         ... 0.         0.00392157 0.01568628]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.78431374 0.7882353  0.75686276]
1,[0.8117647  0.76862746 0.7529412  ... 0.         0.         0.        ]
1,[0.         0.         0.         ... 0.         0.00392157 0.        ]
1,[0.         0.         0.         ... 0.01176471 0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.7607843 0.6862745 0.6627451 ... 0.        0.        0.       ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.80784315 0.8235294  0.81960785]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.02745098 0.         0.00784314]
1,[0.         0.         0.         ... 0.         0.00784314 0.        ]
1,[0.02352941 0.00784314 0.00392157 ... 0.         0.         0.        ]
1,[0.         0.         0.         ... 0.69803923 0.6313726  0.6627451 ]
1,[0.81960785 0.84705883 0.8156863  ... 0.         0.         0.        ]
1,[0.         0.         0.         ... 0.78039217 0.7882353  0.76862746]
1,[0.7411765  0.6627451  0.67058825 ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.01176471 0.03921569 0.01176471]
1,[0.         0.         0.         ... 0.10588235 0.02745098 0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.00392157 0.         0.01568628 ... 0.         0.         0.        ]
1,[0.7294118  0.5764706  0.68235296 ... 0.01176471 0.         0.        ]
1,[0.74509805 0.6117647  0.6784314  ... 0.         0.         0.        ]
1,[0.7411765  0.627451   0.63529414 ... 0.         0.         0.01960784]
1,[0.         0.         0.         ... 0.02745098 0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.00392157 0.         ... 0.84313726 0.8352941  0.84705883]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.76862746 0.7764706  0.75686276]
1,[0.7921569  0.77254903 0.7882353  ... 0.         0.         0.        ]
1,[0.        0.        0.        ... 0.7137255 0.6       0.6156863]
1,[0.69411767 0.64705884 0.6627451  ... 0.         0.         0.        ]
1,[0.         0.         0.         ... 0.76862746 0.7019608  0.7254902 ]
1,[0.00392157 0.         0.         ... 0.         0.         0.        ]
1,[0.         0.         0.00784314 ... 0.         0.01176471 0.        ]
1,[0.         0.         0.         ... 0.68235296 0.53333336 0.62352943]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.8156863  0.8117647  0.83137256 ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.         0.00784314 0.        ]
1,[0.         0.         0.         ... 0.01176471 0.02352941 0.        ]
1,[0.01568628 0.00392157 0.         ... 0.         0.         0.        ]
1,[0.         0.         0.         ... 0.80784315 0.83137256 0.83137256]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.77254903 0.73333335 0.7294118  ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.01176471 0.         0.         ... 0.         0.         0.        ]
1,[0.         0.         0.         ... 0.6784314  0.54509807 0.50980395]
1,[0.7294118  0.7294118  0.72156864 ... 0.         0.         0.        ]
1,[0.         0.         0.         ... 0.7058824  0.58431375 0.70980394]
1,[0.7529412  0.69411767 0.76862746 ... 0.         0.         0.        ]
1,[0.02352941 0.         0.01568628 ... 0.         0.         0.        ]
1,[0.         0.01568628 0.         ... 0.00392157 0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.02745098 0.         0.         ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.01568628 ... 0.7019608  0.6117647  0.6509804 ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.01176471 0.         0.01960784]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.84705883 0.8509804  0.827451   ... 0.72156864 0.61960787 0.654902  ]
1,[0.         0.         0.         ... 0.73333335 0.67058825 0.67058825]
1,[0.         0.00392157 0.         ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.7137255  0.6431373  0.627451   ... 0.8352941  0.81960785 0.8156863 ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.         0.00392157 0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.02745098 0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.         0.00784314 0.        ]
1,[0.         0.         0.         ... 0.00392157 0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.03137255 0.         0.         ... 0.         0.         0.        ]
1,[0.         0.         0.         ... 0.00392157 0.         0.        ]
1,[0.         0.         0.         ... 0.01176471 0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.09019608 0.00784314 0.02745098 ... 0.         0.         0.        ]
1,[0.        0.        0.        ... 0.7764706 0.7921569 0.7882353]
1,[0.         0.00392157 0.         ... 0.         0.         0.        ]
1,[0.         0.00784314 0.         ... 0.         0.         0.        ]
1,[0.         0.         0.         ... 0.01176471 0.         0.        ]
1,[0.         0.         0.         ... 0.03137255 0.03921569 0.03529412]
1,[0.        0.        0.        ... 0.7176471 0.6313726 0.6392157]
1,[0.7490196 0.7137255 0.6784314 ... 0.        0.        0.       ]
1,[0.         0.00392157 0.         ... 0.         0.         0.        ]
1,[0.7294118  0.65882355 0.7137255  ... 0.         0.         0.        ]
1,[0.         0.         0.         ... 0.01176471 0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.01960784 0.04705882 0.07843138]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.8117647  0.81960785 0.8       ]
1,[0.7372549 0.6509804 0.6627451 ... 0.        0.        0.       ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.00784314 0.         ... 0.00392157 0.00392157 0.00392157]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.00392157 0.         ... 0.         0.         0.        ]
1,[0.         0.00392157 0.         ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.00392157 0.         0.00784314 ... 0.         0.         0.        ]
1,[0.         0.         0.         ... 0.         0.00392157 0.01568628]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.02352941 0.         0.        ]
1,[0.02352941 0.02352941 0.02352941 ... 0.         0.         0.        ]
1,[0.7529412 0.6431373 0.6901961 ... 0.        0.        0.       ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.01176471 0.         0.00784314 ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.        0.        0.        ... 0.6745098 0.5882353 0.6      ]
1,[0.         0.         0.         ... 0.01176471 0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.        0.        0.        ... 0.827451  0.8509804 0.8117647]
1,[0.80784315 0.8235294  0.81960785 ... 0.         0.         0.        ]
1,[0.00392157 0.         0.01568628 ... 0.7764706  0.78431374 0.78039217]
1,[0.         0.         0.         ... 0.05490196 0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.03137255 0.         0.        ]
1,[0.         0.         0.         ... 0.78431374 0.81960785 0.7372549 ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.01568628 0.         0.         ... 0.         0.         0.        ]
1,[0.8       0.8352941 0.7529412 ... 0.        0.        0.       ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.69803923 0.5921569  0.7137255  ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.         0.01176471 0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.00784314 ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.00784314 0.00392157 ... 0.         0.01568628 0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.827451  0.8235294 0.8039216 ... 0.        0.        0.       ]
1,[0.         0.         0.         ... 0.85490197 0.88235295 0.81960785]
1,[0.69803923 0.67058825 0.64705884 ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.00392157 0.         0.        ]
1,[0.         0.         0.         ... 0.00392157 0.         0.01568628]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.8156863  0.8392157  0.78431374]
1,[0.         0.         0.         ... 0.04313726 0.02352941 0.05098039]
1,[0.         0.         0.         ... 0.77254903 0.69803923 0.7058824 ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.85490197 0.8509804  0.8352941 ]
1,[0.         0.         0.         ... 0.80784315 0.8156863  0.8117647 ]
1,[0.7294118  0.7372549  0.73333335 ... 0.         0.         0.        ]
1,[0.7058824 0.6431373 0.5411765 ... 0.        0.        0.       ]
1,[0.         0.         0.         ... 0.6901961  0.54509807 0.6156863 ]
1,[0.78039217 0.5921569  0.5529412  ... 0.         0.         0.        ]
1,[0.8235294  0.8392157  0.84313726 ... 0.01176471 0.03137255 0.01568628]
1,[0.         0.         0.         ... 0.7529412  0.67058825 0.65882355]
1,[0.73333335 0.59607846 0.6745098  ... 0.69803923 0.6156863  0.54901963]
1,[0.         0.         0.         ... 0.00392157 0.         0.01568628]
1,[0.8        0.81960785 0.79607844 ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.        0.        0.        ... 0.7490196 0.5647059 0.5882353]
1,[0.        0.        0.        ... 0.8392157 0.8392157 0.8392157]
1,[0.         0.         0.         ... 0.01176471 0.         0.        ]
1,[0.         0.00784314 0.00784314 ... 0.         0.         0.        ]
1,[0.         0.         0.01960784 ... 0.8156863  0.8352941  0.80784315]
1,[0.         0.         0.         ... 0.7137255  0.60784316 0.63529414]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.8235294  0.83137256 0.8117647 ]
1,[0.         0.         0.         ... 0.80784315 0.8        0.8509804 ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.00392157 0.         0.         ... 0.         0.         0.        ]
1,[0.         0.         0.         ... 0.83137256 0.85490197 0.8392157 ]
1,[0.02352941 0.         0.         ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.00392157 0.         0.02352941 ... 0.         0.         0.        ]
1,[0.        0.        0.        ... 0.7647059 0.654902  0.7137255]
1,[0.01176471 0.         0.         ... 0.         0.         0.01568628]
1,[0.         0.00392157 0.         ... 0.         0.         0.        ]
1,[0.01176471 0.         0.01568628 ... 0.         0.         0.        ]
1,[0.7058824 0.5921569 0.5686275 ... 0.        0.        0.       ]
1,[0.02352941 0.         0.04313726 ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.02745098 0.         0.         ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.01568628 0.         0.         ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.01568628 0.01960784 ... 0.         0.         0.        ]
1,[0.8039216  0.8156863  0.77254903 ... 0.         0.         0.        ]
1,[0.7294118  0.60784316 0.6313726  ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.01568628 0.01568628 ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.00392157 0.         0.00784314 ... 0.         0.         0.        ]
1,[0.         0.         0.         ... 0.78039217 0.7019608  0.6666667 ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.00392157 0.         ... 0.01176471 0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.6627451  0.5921569  0.58431375]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.6745098  0.5686275  0.53333336 ... 0.         0.         0.        ]
1,[0.7176471 0.6       0.6       ... 0.        0.        0.       ]
1,[0.         0.         0.         ... 0.         0.00784314 0.00784314]
1,[0.01176471 0.         0.01568628 ... 0.         0.         0.        ]
1,[0.         0.         0.         ... 0.78039217 0.7921569  0.6784314 ]
1,[0.7058824  0.69411767 0.63529414 ... 0.00392157 0.         0.01960784]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.73333335 0.77254903 0.7372549  ... 0.         0.         0.        ]
1,[0.         0.         0.00784314 ... 0.         0.         0.        ]
1,[0.         0.         0.         ... 0.03921569 0.01960784 0.04705882]
1,[0.        0.        0.        ... 0.7294118 0.6431373 0.654902 ]
1,[0.7411765 0.6156863 0.7607843 ... 0.        0.        0.       ]
1,[0.         0.         0.         ... 0.7019608  0.61960787 0.60784316]
1,[0.         0.         0.03529412 ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.02745098 0.02745098 0.02745098]
1,[0.7176471  0.6117647  0.67058825 ... 0.         0.         0.        ]
1,[0.         0.         0.01568628 ... 0.         0.         0.        ]
1,[0.         0.         0.         ... 0.01568628 0.01176471 0.00392157]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.01176471 0.         0.        ]
1,[0.8666667  0.85490197 0.81960785 ... 0.         0.         0.        ]
1,[0.         0.         0.         ... 0.8156863  0.81960785 0.8       ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.01960784 0.00392157 0.        ]
1,[0.01568628 0.         0.         ... 0.         0.         0.        ]
1,[0.7254902  0.64705884 0.6901961  ... 0.         0.00392157 0.        ]
1,[0.         0.         0.01568628 ... 0.01176471 0.         0.        ]
1,[0.         0.         0.         ... 0.7294118  0.64705884 0.68235296]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.7372549  0.7882353  0.72156864 ... 0.7764706  0.7254902  0.7647059 ]
1,[0.         0.         0.         ... 0.00392157 0.         0.        ]
1,[0.         0.         0.         ... 0.8352941  0.78039217 0.7764706 ]
1,[0.         0.01176471 0.         ... 0.00392157 0.00392157 0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.6784314  0.54509807 0.5372549 ]
1,[0.         0.00784314 0.         ... 0.         0.         0.        ]
1,[0.         0.         0.         ... 0.01960784 0.         0.01960784]
1,[0.7490196  0.7647059  0.76862746 ... 0.         0.         0.        ]
1,[0.827451   0.8        0.76862746 ... 0.         0.         0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.78431374 0.80784315 0.76862746]
1,[0.01176471 0.         0.         ... 0.         0.         0.        ]
1,[0.7490196 0.6627451 0.6117647 ... 0.        0.        0.       ]
1,[0.         0.         0.         ... 0.         0.00784314 0.        ]
1,[0.         0.         0.         ... 0.01176471 0.         0.01568628]
1,[0.        0.        0.        ... 0.827451  0.8392157 0.8666667]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.7529412  0.68235296 0.627451  ]
1,[0.00784314 0.01568628 0.01176471 ... 0.         0.         0.        ]
1,[0.7254902  0.6784314  0.69411767 ... 0.         0.         0.        ]
1,[0.         0.         0.         ... 0.7058824  0.65882355 0.5568628 ]
1,[0.         0.         0.         ... 0.         0.00392157 0.        ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.         0.         0.         ... 0.78039217 0.76862746 0.7411765 ]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0. 0. 0. ... 0. 0. 0.]
1,[0.03921569 0.03529412 0.05490196 ... 0.69803923 0.61960787 0.6156863 ]
1,[0.         0.         0.         ... 0.6901961  0.59607846 0.6509804 ]
1,[0.7490196 0.7019608 0.654902  ... 0.        0.        0.       ]
1,[0.7137255 0.6039216 0.6       ... 0.        0.        0.       ]
1,[0. 0. 0. ... 0. 0. 0.]
